Region	Month	For-Sale Property Type	Average Monthly Rent	Average Rent YoY	Monthly mortgage, 5% down	Monthly mortgage, 5% down YoY	Monthly mortgage, 20% down	Monthly mortgage, 20% down YoY	Median sale price	Median sale price YoY
Baltimore, MD	April 2021	Single Family Residential	$1,924		$1,715		$1,444		$425,000	13.3%
Baltimore, MD	April 2021	Townhouse	$1,924		$1,029		$867		$255,000	8.1%
Baltimore, MD	May 2021	All Residential	$1,947		$1,355		$1,141		$340,000	13.4%
Baltimore, MD	May 2021	Condo/Co-op	$1,947		$916		$772		$230,000	15.2%
Baltimore, MD	May 2021	Multi-Family (2-4 Unit)	$1,947		$1,008		$849		$253,065	44.6%
Baltimore, MD	May 2021	Single Family Residential	$1,947		$1,705		$1,436		$428,000	15.7%
Baltimore, MD	May 2021	Townhouse	$1,947		$1,068		$899		$268,000	11.7%
Baltimore, MD	June 2021	All Residential	$2,021		$1,400		$1,179		$350,375	13.0%
Baltimore, MD	June 2021	Condo/Co-op	$2,021		$903		$760		$226,000	15.9%
Baltimore, MD	June 2021	Multi-Family (2-4 Unit)	$2,021		$840		$707		$210,250	-22.7%
Baltimore, MD	June 2021	Single Family Residential	$2,021		$1,778		$1,497		$445,000	17.9%
Baltimore, MD	June 2021	Townhouse	$2,021		$1,099		$925		$275,000	12.2%
Baltimore, MD	July 2021	All Residential	$2,057		$1,379		$1,161		$350,000	9.4%
Baltimore, MD	July 2021	Condo/Co-op	$2,057		$867		$730		$220,000	6.8%
Baltimore, MD	July 2021	Multi-Family (2-4 Unit)	$2,057		$835		$703		$212,000	-10.3%
Baltimore, MD	July 2021	Single Family Residential	$2,057		$1,738		$1,464		$441,250	11.7%
Baltimore, MD	July 2021	Townhouse	$2,057		$1,103		$929		$280,000	12.0%
Baltimore, MD	August 2021	All Residential	$2,108		$1,334		$1,123		$340,000	4.6%
Baltimore, MD	August 2021	Condo/Co-op	$2,108		$902		$760		$230,000	12.2%
Baltimore, MD	August 2021	Multi-Family (2-4 Unit)	$2,108		$998		$841		$254,400	21.1%
Baltimore, MD	August 2021	Single Family Residential	$2,108		$1,712		$1,442		$436,392	7.8%
Baltimore, MD	August 2021	Townhouse	$2,108		$1,063		$895		$270,900	6.2%
Baltimore, MD	September 2021	All Residential	$2,103		$1,337		$1,125		$338,000	5.6%
Baltimore, MD	September 2021	Condo/Co-op	$2,103		$890		$749		$225,000	12.5%
Baltimore, MD	September 2021	Multi-Family (2-4 Unit)	$2,103		$790		$666		$199,900	-14.9%
Baltimore, MD	September 2021	Single Family Residential	$2,103		$1,681		$1,415		$425,000	5.8%
Baltimore, MD	September 2021	Townhouse	$2,103		$1,068		$899		$270,000	4.8%
Baltimore, MD	October 2021	All Residential	$2,074		$1,354		$1,140		$335,000	4.7%
Baltimore, MD	October 2021	Condo/Co-op	$2,074		$862		$726		$213,250	1.5%
Baltimore, MD	October 2021	Multi-Family (2-4 Unit)	$2,074		$1,152		$970		$285,000	59.1%
Baltimore, MD	October 2021	Single Family Residential	$2,074		$1,718		$1,446		$425,000	4.9%
Baltimore, MD	October 2021	Townhouse	$2,074		$1,091		$919		$270,000	5.9%
Baltimore, MD	November 2021	All Residential	$2,072		$1,334		$1,123		$330,000	2.5%
Baltimore, MD	November 2021	Condo/Co-op	$2,072		$903		$761		$223,500	6.0%
Baltimore, MD	November 2021	Multi-Family (2-4 Unit)	$2,072		$1,051		$885		$260,000	18.2%
Baltimore, MD	November 2021	Single Family Residential	$2,072		$1,718		$1,446		$425,000	6.3%
Baltimore, MD	November 2021	Townhouse	$2,072		$1,071		$902		$265,000	3.9%
Baltimore, MD	December 2021	All Residential	$2,018		$1,318		$1,110		$325,000	5.6%
Baltimore, MD	December 2021	Condo/Co-op	$2,018		$955		$804		$235,500	17.8%
Baltimore, MD	December 2021	Multi-Family (2-4 Unit)	$2,018		$1,090		$918		$268,750	26.8%
Baltimore, MD	December 2021	Single Family Residential	$2,018		$1,663		$1,401		$410,000	5.0%
Baltimore, MD	December 2021	Townhouse	$2,018		$1,014		$854		$250,000	0.4%
Baltimore, MD	January 2022	All Residential	$2,048		$1,335		$1,125		$315,000	5.0%
Baltimore, MD	January 2022	Condo/Co-op	$2,048		$1,005		$846		$237,000	17.0%
Baltimore, MD	January 2022	Multi-Family (2-4 Unit)	$2,048		$1,060		$893		$250,000	53.8%
Baltimore, MD	January 2022	Single Family Residential	$2,048		$1,717		$1,446		$405,000	5.2%
Baltimore, MD	January 2022	Townhouse	$2,048		$1,060		$893		$250,000	4.2%
Baltimore, MD	February 2022	All Residential	$2,024	10.3%	$1,388	18.3%	$1,168	18.3%	$315,000	5.0%
Baltimore, MD	February 2022	Condo/Co-op	$2,024	10.3%	$991	26.8%	$835	26.8%	$225,000	12.5%
Baltimore, MD	February 2022	Multi-Family (2-4 Unit)	$2,024	10.3%	$1,121	-2.9%	$944	-2.9%	$254,500	-13.9%
Baltimore, MD	February 2022	Single Family Residential	$2,024	10.3%	$1,762	16.8%	$1,484	16.8%	$400,000	3.7%
Baltimore, MD	February 2022	Townhouse	$2,024	10.3%	$1,091	16.3%	$919	16.3%	$247,750	3.2%
Baltimore, MD	March 2022	All Residential	$2,025	9.2%	$1,551	21.7%	$1,306	21.7%	$335,000	6.3%
Baltimore, MD	March 2022	Condo/Co-op	$2,025	9.2%	$1,157	43.0%	$975	43.0%	$250,000	25.0%
Baltimore, MD	March 2022	Multi-Family (2-4 Unit)	$2,025	9.2%	$932	-0.9%	$785	-0.9%	$201,400	-13.4%
Baltimore, MD	March 2022	Single Family Residential	$2,025	9.2%	$1,967	23.1%	$1,657	23.1%	$425,000	7.6%
Baltimore, MD	March 2022	Townhouse	$2,025	9.2%	$1,204	19.0%	$1,014	19.0%	$260,000	4.0%
Baltimore, MD	April 2022	All Residential	$2,060	7.1%	$1,786	34.9%	$1,504	34.9%	$351,000	7.0%
Baltimore, MD	April 2022	Condo/Co-op	$2,060	7.1%	$1,280	44.1%	$1,078	44.1%	$251,500	14.3%
Baltimore, MD	April 2022	Multi-Family (2-4 Unit)	$2,060	7.1%	$1,221	31.8%	$1,028	31.8%	$240,000	4.5%
Baltimore, MD	April 2022	Single Family Residential	$2,060	7.1%	$2,289	33.5%	$1,928	33.5%	$449,950	5.9%
Baltimore, MD	April 2022	Townhouse	$2,060	7.1%	$1,399	36.0%	$1,178	36.0%	$275,000	7.8%
Baltimore, MD	May 2022	All Residential	$2,101	7.9%	$1,938	43.0%	$1,632	43.0%	$370,250	8.9%
Baltimore, MD	May 2022	Condo/Co-op	$2,101	7.9%	$1,267	38.2%	$1,067	38.2%	$242,000	5.2%
Baltimore, MD	May 2022	Multi-Family (2-4 Unit)	$2,101	7.9%	$1,235	22.5%	$1,040	22.5%	$236,000	-6.7%
Baltimore, MD	May 2022	Single Family Residential	$2,101	7.9%	$2,486	45.8%	$2,094	45.8%	$475,000	11.0%
Baltimore, MD	May 2022	Townhouse	$2,101	7.9%	$1,570	47.0%	$1,322	47.0%	$300,000	11.9%
Baltimore, MD	June 2022	All Residential	$2,121	4.9%	$2,027	44.8%	$1,707	44.8%	$375,000	7.0%
Baltimore, MD	June 2022	Condo/Co-op	$2,121	4.9%	$1,351	49.7%	$1,138	49.7%	$250,000	10.6%
Baltimore, MD	June 2022	Multi-Family (2-4 Unit)	$2,121	4.9%	$1,487	77.0%	$1,252	77.0%	$275,000	30.8%
Baltimore, MD	June 2022	Single Family Residential	$2,121	4.9%	$2,634	48.2%	$2,218	48.2%	$487,295	9.5%
Baltimore, MD	June 2022	Townhouse	$2,121	4.9%	$1,622	47.6%	$1,366	47.6%	$300,000	9.1%
Boston, MA	February 2021	All Residential	$3,009		$2,150		$1,810		$550,000	10.6%
Boston, MA	February 2021	Condo/Co-op	$3,009		$1,974		$1,662		$505,000	3.7%
Boston, MA	February 2021	Multi-Family (2-4 Unit)	$3,009		$2,601		$2,190		$665,450	13.3%
Boston, MA	February 2021	Single Family Residential	$3,009		$2,165		$1,823		$554,000	10.8%
Boston, MA	February 2021	Townhouse	$3,009		$2,032		$1,712		$520,000	15.4%
Boston, MA	March 2021	All Residential	$3,136		$2,327		$1,959		$575,000	10.0%
Boston, MA	March 2021	Condo/Co-op	$3,136		$2,130		$1,794		$526,510	1.3%
Boston, MA	March 2021	Multi-Family (2-4 Unit)	$3,136		$2,792		$2,351		$690,000	6.2%
Boston, MA	March 2021	Single Family Residential	$3,136		$2,428		$2,044		$600,000	15.4%
Boston, MA	March 2021	Townhouse	$3,136		$1,975		$1,663		$488,000	7.3%
Boston, MA	April 2021	All Residential	$3,285		$2,423		$2,040		$600,362	11.7%
Boston, MA	April 2021	Condo/Co-op	$3,285		$2,163		$1,822		$536,000	2.1%
Boston, MA	April 2021	Multi-Family (2-4 Unit)	$3,285		$2,868		$2,415		$710,500	11.9%
Boston, MA	April 2021	Single Family Residential	$3,285		$2,543		$2,141		$630,000	14.5%
Boston, MA	April 2021	Townhouse	$3,285		$2,159		$1,818		$535,000	17.6%
Boston, MA	May 2021	All Residential	$3,374		$2,471		$2,080		$620,000	17.0%
Boston, MA	May 2021	Condo/Co-op	$3,374		$2,251		$1,896		$565,000	15.2%
Boston, MA	May 2021	Multi-Family (2-4 Unit)	$3,374		$2,909		$2,450		$730,000	21.9%
Boston, MA	May 2021	Single Family Residential	$3,374		$2,590		$2,181		$650,000	20.4%
Boston, MA	May 2021	Townhouse	$3,374		$2,047		$1,724		$513,700	13.6%
Boston, MA	June 2021	All Residential	$3,439		$2,597		$2,187		$650,000	20.4%
Boston, MA	June 2021	Condo/Co-op	$3,439		$2,249		$1,894		$563,000	12.6%
Boston, MA	June 2021	Multi-Family (2-4 Unit)	$3,439		$2,996		$2,523		$750,000	22.0%
Boston, MA	June 2021	Single Family Residential	$3,439		$2,757		$2,321		$690,000	24.1%
Boston, MA	June 2021	Townhouse	$3,439		$2,153		$1,813		$539,000	22.5%
Boston, MA	July 2021	All Residential	$3,501		$2,501		$2,106		$635,000	14.4%
Boston, MA	July 2021	Condo/Co-op	$3,501		$2,162		$1,821		$549,000	9.9%
Boston, MA	July 2021	Multi-Family (2-4 Unit)	$3,501		$3,063		$2,579		$777,500	19.6%
Boston, MA	July 2021	Single Family Residential	$3,501		$2,610		$2,198		$662,500	14.2%
Boston, MA	July 2021	Townhouse	$3,501		$2,068		$1,741		$525,000	16.5%
Boston, MA	August 2021	All Residential	$3,550		$2,470		$2,080		$629,450	10.6%
Boston, MA	August 2021	Condo/Co-op	$3,550		$2,138		$1,801		$545,000	7.9%
Boston, MA	August 2021	Multi-Family (2-4 Unit)	$3,550		$2,943		$2,478		$750,000	11.9%
Boston, MA	August 2021	Single Family Residential	$3,550		$2,570		$2,164		$655,000	10.1%
Boston, MA	August 2021	Townhouse	$3,550		$2,089		$1,759		$532,500	17.0%
Boston, MA	September 2021	All Residential	$3,646		$2,394		$2,016		$605,388	8.1%
Boston, MA	September 2021	Condo/Co-op	$3,646		$2,092		$1,761		$529,000	5.9%
Boston, MA	September 2021	Multi-Family (2-4 Unit)	$3,646		$2,892		$2,436		$731,500	5.4%
Boston, MA	September 2021	Single Family Residential	$3,646		$2,471		$2,081		$625,000	6.8%
Boston, MA	September 2021	Townhouse	$3,646		$2,040		$1,718		$516,000	12.4%
Boston, MA	October 2021	All Residential	$3,663		$2,424		$2,042		$599,900	9.1%
Boston, MA	October 2021	Condo/Co-op	$3,663		$2,041		$1,719		$505,000	7.7%
Boston, MA	October 2021	Multi-Family (2-4 Unit)	$3,663		$3,019		$2,542		$747,000	10.3%
Boston, MA	October 2021	Single Family Residential	$3,663		$2,465		$2,076		$610,000	6.1%
Boston, MA	October 2021	Townhouse	$3,663		$2,041		$1,719		$505,000	14.8%
Boston, MA	November 2021	All Residential	$3,645		$2,465		$2,076		$610,000	10.9%
Boston, MA	November 2021	Condo/Co-op	$3,645		$2,122		$1,787		$525,000	14.6%
Boston, MA	November 2021	Multi-Family (2-4 Unit)	$3,645		$3,011		$2,535		$745,000	9.6%
Boston, MA	November 2021	Single Family Residential	$3,645		$2,561		$2,157		$633,700	10.2%
Boston, MA	November 2021	Townhouse	$3,645		$2,118		$1,783		$524,000	17.8%
Boston, MA	December 2021	All Residential	$3,637		$2,515		$2,118		$620,000	12.7%
Boston, MA	December 2021	Condo/Co-op	$3,637		$2,154		$1,814		$531,000	12.9%
Boston, MA	December 2021	Multi-Family (2-4 Unit)	$3,637		$3,124		$2,630		$770,000	15.8%
Boston, MA	December 2021	Single Family Residential	$3,637		$2,556		$2,152		$630,000	10.2%
Boston, MA	December 2021	Townhouse	$3,637		$2,150		$1,811		$530,000	14.0%
Boston, MA	January 2022	All Residential	$3,508		$2,522		$2,124		$595,000	6.7%
Boston, MA	January 2022	Condo/Co-op	$3,508		$2,171		$1,828		$512,000	8.9%
Boston, MA	January 2022	Multi-Family (2-4 Unit)	$3,508		$3,191		$2,687		$752,750	9.8%
Boston, MA	January 2022	Single Family Residential	$3,508		$2,573		$2,167		$607,000	5.6%
Boston, MA	January 2022	Townhouse	$3,508		$2,183		$1,839		$515,000	5.1%
Boston, MA	February 2022	All Residential	$3,586	19.2%	$2,643	22.9%	$2,225	22.9%	$599,950	9.1%
Boston, MA	February 2022	Condo/Co-op	$3,586	19.2%	$2,277	15.4%	$1,918	15.4%	$517,000	2.4%
Boston, MA	February 2022	Multi-Family (2-4 Unit)	$3,586	19.2%	$3,317	27.5%	$2,793	27.5%	$753,000	13.2%
Boston, MA	February 2022	Single Family Residential	$3,586	19.2%	$2,672	23.4%	$2,250	23.4%	$606,500	9.5%
Boston, MA	February 2022	Townhouse	$3,586	19.2%	$2,423	19.2%	$2,040	19.2%	$550,000	5.8%
Boston, MA	March 2022	All Residential	$3,672	17.1%	$2,958	27.1%	$2,491	27.1%	$639,000	11.1%
Boston, MA	March 2022	Condo/Co-op	$3,672	17.1%	$2,562	20.3%	$2,157	20.3%	$553,450	5.1%
Boston, MA	March 2022	Multi-Family (2-4 Unit)	$3,672	17.1%	$3,796	36.0%	$3,196	36.0%	$820,000	18.8%
Boston, MA	March 2022	Single Family Residential	$3,672	17.1%	$3,032	24.9%	$2,553	24.9%	$655,000	9.2%
Boston, MA	March 2022	Townhouse	$3,672	17.1%	$2,585	30.9%	$2,177	30.9%	$558,500	14.4%
Boston, MA	April 2022	All Residential	$3,780	15.1%	$3,435	41.7%	$2,892	41.7%	$675,000	12.4%
Boston, MA	April 2022	Condo/Co-op	$3,780	15.1%	$3,146	45.4%	$2,649	45.4%	$618,249	15.3%
Boston, MA	April 2022	Multi-Family (2-4 Unit)	$3,780	15.1%	$3,994	39.3%	$3,364	39.3%	$785,000	10.5%
Boston, MA	April 2022	Single Family Residential	$3,780	15.1%	$3,618	42.3%	$3,046	42.3%	$711,000	12.9%
Boston, MA	April 2022	Townhouse	$3,780	15.1%	$3,038	40.7%	$2,558	40.7%	$597,000	11.6%
Boston, MA	May 2022	All Residential	$3,970	17.7%	$3,612	46.2%	$3,041	46.2%	$690,000	11.3%
Boston, MA	May 2022	Condo/Co-op	$3,970	17.7%	$3,114	38.3%	$2,623	38.3%	$595,000	5.3%
Boston, MA	May 2022	Multi-Family (2-4 Unit)	$3,970	17.7%	$4,446	52.9%	$3,744	52.9%	$849,500	16.4%
Boston, MA	May 2022	Single Family Residential	$3,970	17.7%	$3,795	46.5%	$3,196	46.5%	$725,000	11.5%
Boston, MA	May 2022	Townhouse	$3,970	17.7%	$3,062	49.6%	$2,579	49.6%	$585,000	13.9%
Boston, MA	June 2022	All Residential	$4,031	17.2%	$3,811	46.8%	$3,209	46.8%	$705,000	8.5%
Boston, MA	June 2022	Condo/Co-op	$4,031	17.2%	$3,297	46.6%	$2,776	46.6%	$609,900	8.3%
Boston, MA	June 2022	Multi-Family (2-4 Unit)	$4,031	17.2%	$4,423	47.6%	$3,725	47.6%	$818,250	9.1%
Boston, MA	June 2022	Single Family Residential	$4,031	17.2%	$4,000	45.1%	$3,369	45.1%	$740,000	7.2%
Boston, MA	June 2022	Townhouse	$4,031	17.2%	$3,250	50.9%	$2,737	50.9%	$601,250	11.5%
Charlotte, NC	February 2021	All Residential	$1,577		$1,173		$987		$300,000	12.8%
Charlotte, NC	February 2021	Condo/Co-op	$1,577		$889		$749		$227,500	16.7%
Charlotte, NC	February 2021	Multi-Family (2-4 Unit)	$1,577		$778		$655		$199,000	44.7%
Charlotte, NC	February 2021	Single Family Residential	$1,577		$1,224		$1,031		$313,106	11.9%
Charlotte, NC	February 2021	Townhouse	$1,577		$1,058		$891		$270,582	16.1%
Charlotte, NC	March 2021	All Residential	$1,595		$1,264		$1,065		$312,473	12.4%
Charlotte, NC	March 2021	Condo/Co-op	$1,595		$925		$779		$228,500	11.6%
Charlotte, NC	March 2021	Multi-Family (2-4 Unit)	$1,595		$977		$823		$241,500	-3.4%
Charlotte, NC	March 2021	Single Family Residential	$1,595		$1,315		$1,107		$325,000	13.0%
Charlotte, NC	March 2021	Townhouse	$1,595		$1,064		$896		$263,000	9.6%
Charlotte, NC	April 2021	All Residential	$1,629		$1,296		$1,091		$321,000	13.8%
Charlotte, NC	April 2021	Condo/Co-op	$1,629		$965		$812		$239,000	5.2%
Charlotte, NC	April 2021	Multi-Family (2-4 Unit)	$1,629		$1,447		$1,218		$358,500	133.6%
Charlotte, NC	April 2021	Single Family Residential	$1,629		$1,352		$1,139		$335,000	15.1%
Charlotte, NC	April 2021	Townhouse	$1,629		$1,126		$948		$279,000	17.7%
Charlotte, NC	May 2021	All Residential	$1,676		$1,319		$1,111		$331,000	21.5%
Charlotte, NC	May 2021	Condo/Co-op	$1,676		$976		$822		$245,000	19.5%
Charlotte, NC	May 2021	Multi-Family (2-4 Unit)	$1,676		$966		$814		$242,500	-1.4%
Charlotte, NC	May 2021	Single Family Residential	$1,676		$1,377		$1,160		$345,662	21.5%
Charlotte, NC	May 2021	Townhouse	$1,676		$1,128		$950		$283,071	27.5%
Charlotte, NC	June 2021	All Residential	$1,733		$1,358		$1,144		$340,000	18.5%
Charlotte, NC	June 2021	Condo/Co-op	$1,733		$1,039		$875		$260,000	30.0%
Charlotte, NC	June 2021	Multi-Family (2-4 Unit)	$1,733		$773		$651		$193,490	10.6%
Charlotte, NC	June 2021	Single Family Residential	$1,733		$1,410		$1,188		$353,000	18.1%
Charlotte, NC	June 2021	Townhouse	$1,733		$1,127		$949		$282,000	19.5%
Charlotte, NC	July 2021	All Residential	$1,767		$1,324		$1,115		$336,020	15.5%
Charlotte, NC	July 2021	Condo/Co-op	$1,767		$1,042		$877		$264,500	15.0%
Charlotte, NC	July 2021	Multi-Family (2-4 Unit)	$1,767		$867		$730		$220,000	21.5%
Charlotte, NC	July 2021	Single Family Residential	$1,767		$1,381		$1,163		$350,500	14.5%
Charlotte, NC	July 2021	Townhouse	$1,767		$1,115		$939		$283,000	19.7%
Charlotte, NC	August 2021	All Residential	$1,843		$1,342		$1,130		$342,000	15.9%
Charlotte, NC	August 2021	Condo/Co-op	$1,843		$981		$826		$250,000	14.2%
Charlotte, NC	August 2021	Multi-Family (2-4 Unit)	$1,843		$1,177		$991		$300,000	18.8%
Charlotte, NC	August 2021	Single Family Residential	$1,843		$1,393		$1,173		$355,000	14.7%
Charlotte, NC	August 2021	Townhouse	$1,843		$1,129		$951		$287,680	23.5%
Charlotte, NC	September 2021	All Residential	$1,783		$1,352		$1,139		$342,000	16.1%
Charlotte, NC	September 2021	Condo/Co-op	$1,783		$917		$773		$232,000	6.9%
Charlotte, NC	September 2021	Multi-Family (2-4 Unit)	$1,783		$1,305		$1,099		$330,000	35.8%
Charlotte, NC	September 2021	Single Family Residential	$1,783		$1,424		$1,199		$360,000	17.7%
Charlotte, NC	September 2021	Townhouse	$1,783		$1,127		$949		$285,000	18.8%
Charlotte, NC	October 2021	All Residential	$1,826		$1,394		$1,174		$345,000	16.9%
Charlotte, NC	October 2021	Condo/Co-op	$1,826		$1,010		$851		$250,000	19.0%
Charlotte, NC	October 2021	Multi-Family (2-4 Unit)	$1,826		$1,503		$1,266		$371,990	72.0%
Charlotte, NC	October 2021	Single Family Residential	$1,826		$1,442		$1,214		$356,859	15.1%
Charlotte, NC	October 2021	Townhouse	$1,826		$1,192		$1,004		$295,000	28.3%
Charlotte, NC	November 2021	All Residential	$1,807		$1,455		$1,225		$360,000	20.9%
Charlotte, NC	November 2021	Condo/Co-op	$1,807		$1,012		$852		$250,500	10.6%
Charlotte, NC	November 2021	Multi-Family (2-4 Unit)	$1,807		$1,297		$1,092		$321,000	19.8%
Charlotte, NC	November 2021	Single Family Residential	$1,807		$1,515		$1,276		$375,000	21.0%
Charlotte, NC	November 2021	Townhouse	$1,807		$1,236		$1,041		$305,750	24.8%
Charlotte, NC	December 2021	All Residential	$1,730		$1,456		$1,226		$359,000	21.2%
Charlotte, NC	December 2021	Condo/Co-op	$1,730		$1,059		$892		$261,000	25.2%
Charlotte, NC	December 2021	Multi-Family (2-4 Unit)	$1,730		$1,509		$1,271		$371,990	67.9%
Charlotte, NC	December 2021	Single Family Residential	$1,730		$1,505		$1,267		$371,000	21.4%
Charlotte, NC	December 2021	Townhouse	$1,730		$1,272		$1,071		$313,507	24.4%
Charlotte, NC	January 2022	All Residential	$1,722		$1,512		$1,274		$356,750	22.0%
Charlotte, NC	January 2022	Condo/Co-op	$1,722		$1,098		$925		$259,000	21.6%
Charlotte, NC	January 2022	Multi-Family (2-4 Unit)	$1,722		$1,367		$1,151		$322,500	31.6%
Charlotte, NC	January 2022	Single Family Residential	$1,722		$1,568		$1,321		$369,945	20.1%
Charlotte, NC	January 2022	Townhouse	$1,722		$1,335		$1,125		$315,000	26.7%
Charlotte, NC	February 2022	All Residential	$1,695	7.5%	$1,619	38.1%	$1,363	38.1%	$367,500	22.5%
Charlotte, NC	February 2022	Condo/Co-op	$1,695	7.5%	$1,083	21.7%	$912	21.7%	$245,750	8.0%
Charlotte, NC	February 2022	Multi-Family (2-4 Unit)	$1,695	7.5%	$1,255	61.4%	$1,057	61.4%	$285,000	43.2%
Charlotte, NC	February 2022	Single Family Residential	$1,695	7.5%	$1,674	36.8%	$1,410	36.8%	$380,000	21.4%
Charlotte, NC	February 2022	Townhouse	$1,695	7.5%	$1,466	38.6%	$1,234	38.6%	$332,760	23.0%
Charlotte, NC	March 2022	All Residential	$1,741	9.2%	$1,747	38.2%	$1,471	38.2%	$377,393	20.8%
Charlotte, NC	March 2022	Condo/Co-op	$1,741	9.2%	$1,273	37.7%	$1,072	37.7%	$275,000	20.4%
Charlotte, NC	March 2022	Multi-Family (2-4 Unit)	$1,741	9.2%	$1,366	39.7%	$1,150	39.7%	$295,000	22.2%
Charlotte, NC	March 2022	Single Family Residential	$1,741	9.2%	$1,805	37.3%	$1,520	37.3%	$390,000	20.0%
Charlotte, NC	March 2022	Townhouse	$1,741	9.2%	$1,597	50.1%	$1,345	50.1%	$345,000	31.2%
Charlotte, NC	April 2022	All Residential	$1,775	9.0%	$1,993	53.8%	$1,678	53.8%	$391,605	22.0%
Charlotte, NC	April 2022	Condo/Co-op	$1,775	9.0%	$1,460	51.4%	$1,230	51.4%	$287,000	20.1%
Charlotte, NC	April 2022	Multi-Family (2-4 Unit)	$1,775	9.0%	$1,699	17.5%	$1,431	17.5%	$334,000	-6.8%
Charlotte, NC	April 2022	Single Family Residential	$1,775	9.0%	$2,063	52.6%	$1,737	52.6%	$405,417	21.0%
Charlotte, NC	April 2022	Townhouse	$1,775	9.0%	$1,743	54.8%	$1,468	54.8%	$342,500	22.8%
Charlotte, NC	May 2022	All Residential	$1,822	8.7%	$2,096	58.9%	$1,765	58.9%	$400,395	21.0%
Charlotte, NC	May 2022	Condo/Co-op	$1,822	8.7%	$1,408	44.2%	$1,186	44.2%	$269,000	9.8%
Charlotte, NC	May 2022	Multi-Family (2-4 Unit)	$1,822	8.7%	$1,671	72.9%	$1,407	72.9%	$319,250	31.6%
Charlotte, NC	May 2022	Single Family Residential	$1,822	8.7%	$2,188	58.8%	$1,842	58.8%	$418,000	20.9%
Charlotte, NC	May 2022	Townhouse	$1,822	8.7%	$1,868	65.6%	$1,573	65.6%	$356,900	26.1%
Charlotte, NC	June 2022	All Residential	$1,854	7.0%	$2,216	63.2%	$1,866	63.2%	$410,000	20.6%
Charlotte, NC	June 2022	Condo/Co-op	$1,854	7.0%	$1,681	61.9%	$1,416	61.9%	$311,000	19.6%
Charlotte, NC	June 2022	Multi-Family (2-4 Unit)	$1,854	7.0%	$1,946	151.8%	$1,639	151.8%	$360,000	86.1%
Charlotte, NC	June 2022	Single Family Residential	$1,854	7.0%	$2,313	64.0%	$1,948	64.0%	$427,900	21.2%
Charlotte, NC	June 2022	Townhouse	$1,854	7.0%	$2,019	79.3%	$1,701	79.3%	$373,568	32.5%
Chicago, IL	February 2021	All Residential	$2,164		$1,071		$902		$274,000	13.2%
Chicago, IL	February 2021	Condo/Co-op	$2,164		$840		$708		$215,000	10.3%
Chicago, IL	February 2021	Multi-Family (2-4 Unit)	$2,164		$1,259		$1,060		$322,000	21.1%
Chicago, IL	February 2021	Single Family Residential	$2,164		$1,153		$971		$295,000	13.5%
Chicago, IL	February 2021	Townhouse	$2,164		$916		$771		$234,250	6.5%
Chicago, IL	March 2021	All Residential	$2,229		$1,214		$1,022		$299,950	13.2%
Chicago, IL	March 2021	Condo/Co-op	$2,229		$1,012		$852		$250,000	5.3%
Chicago, IL	March 2021	Multi-Family (2-4 Unit)	$2,229		$1,413		$1,190		$349,250	12.7%
Chicago, IL	March 2021	Single Family Residential	$2,229		$1,307		$1,101		$323,000	15.8%
Chicago, IL	March 2021	Townhouse	$2,229		$993		$837		$245,500	9.1%
Chicago, IL	April 2021	All Residential	$2,310		$1,259		$1,060		$312,000	13.5%
Chicago, IL	April 2021	Condo/Co-op	$2,310		$1,061		$894		$263,000	1.7%
Chicago, IL	April 2021	Multi-Family (2-4 Unit)	$2,310		$1,425		$1,200		$353,000	13.9%
Chicago, IL	April 2021	Single Family Residential	$2,310		$1,372		$1,156		$340,000	17.4%
Chicago, IL	April 2021	Townhouse	$2,310		$1,009		$850		$250,000	9.9%
Chicago, IL	May 2021	All Residential	$2,303		$1,255		$1,057		$315,000	18.9%
Chicago, IL	May 2021	Condo/Co-op	$2,303		$1,036		$872		$260,000	10.3%
Chicago, IL	May 2021	Multi-Family (2-4 Unit)	$2,303		$1,578		$1,329		$396,000	46.7%
Chicago, IL	May 2021	Single Family Residential	$2,303		$1,387		$1,168		$348,000	24.3%
Chicago, IL	May 2021	Townhouse	$2,303		$1,056		$889		$265,000	21.7%
Chicago, IL	June 2021	All Residential	$2,314		$1,278		$1,077		$320,000	18.7%
Chicago, IL	June 2021	Condo/Co-op	$2,314		$1,039		$875		$260,000	11.8%
